planet_name,star_name,pl_rade,pl_bmasse,pl_orbper,pl_eqt,st_teff,pl_insol,habitability_score,habitable
K2-37 d,K2-37,2.31,12.5,14.09229,646.0,5352.0,41.3,0.05664790764790762,0
K2-38 b,K2-38,1.55,12.0,4.01593,1184.0,5757.0,465.9,0.0,0
K2-38 b,K2-38,1.54,7.3,4.01593,1266.0,5731.0,426.0,0.0,0
K2-38 b,K2-38,1.55,6.0,4.01668,1189.0,5679.0,500.0,0.0,0
K2-38 b,K2-38,1.655,7.7,4.01593,1310.0,5705.0,490.0,0.0,0
K2-38 c,K2-38,2.42,9.9,10.56103,858.0,5757.0,128.3,0.0,0
K2-38 c,K2-38,2.18,7.7,10.56104,862.0,5679.0,131.0,0.0,0
K2-38 c,K2-38,2.29,8.3,10.56103,916.0,5731.0,117.0,0.0,0
K2-38 c,K2-38,2.49,7.4,10.56103,949.0,5705.0,135.3,0.0,0
K2-39 b,K2-39,5.71,39.8,4.60497,1670.0,4912.0,1356.0,0.0,0
K2-39 b,K2-39,6.4,37.6,4.60547,1550.0,4915.0,1370.0,0.0,0
K2-415 b,K2-415,1.015,7.5,4.0179694,412.4,3173.0,4.82,0.5627887246852765,0
K2-419 A b,K2-419 A,10.55,196.0,20.35847252,377.0,3711.0,3.3,0.30635552009113287,0
K2-55 b,K2-55,4.43,44.0,2.849271,900.0,4300.0,141.3,0.0,0
K2-66 b,K2-66,2.75,16.0,5.06939,1427.0,5865.0,980.0,0.0,0
K2-66 b,K2-66,2.49,21.3,5.06963,1372.0,5887.0,840.0,0.0,0
K2-73 b,K2-73,2.58,9.2,7.49556,968.0,5867.0,209.0,0.0,0
K2-79 b,K2-79,4.09,9.2,10.9947,1022.0,5897.0,181.0,0.0,0
K2-79 b,K2-79,3.99,3.8,10.99497,925.0,5853.0,174.0,0.0,0
K2-79 b,K2-79,4.09,11.8,10.9947,1021.0,5897.0,180.0,0.0,0
K2-85 b,K2-85,1.4,3.2,0.68453862616,1355.0,4232.0,800.0,0.0,0
K2-98 b,K2-98,4.93,20.0,10.13693,1093.0,6103.0,339.0,0.0,0
K2-99 b,K2-99,12.37,287.0,18.24901,1108.0,6053.0,357.0,0.0,0
KELT-10 b,KELT-10,15.681391,215.80657,4.1662739,1377.0,5948.0,600.0,0.0,0
KELT-11 b,KELT-11,15.35633,61.97685,4.736529,1712.0,5370.0,1433.0,0.0,0
KELT-12 b,KELT-12,19.95202,301.9385,5.031623,1800.0,6279.0,1749.0,0.0,0
KELT-18 b,KELT-18,17.59813,375.0394,2.8717518,2085.0,6670.0,3152.0,0.0,0
KELT-19 A b,KELT-19 A,21.40919,1293.5681,4.6117093,1935.0,7500.0,2340.0,0.0,0
KELT-20 b,KELT-20,19.514869,1074.90106,3.4741085,2262.0,8720.0,4362.5,0.0,0
KELT-21 b,KELT-21,17.777474,1242.7153,3.6127647,2051.0,7598.0,2950.0,0.0,0
KELT-23 A b,KELT-23 A,14.829507,298.12454,2.255251,1561.0,5899.0,991.183,0.0,0
KELT-24 b,KELT-24,12.71098411,1458.83238813,5.55149296,1391.0,6426.0,624.0,0.0,0
KELT-24 b,KELT-24,14.257848,1646.3594,5.5514926,1459.0,6509.0,750.9,0.0,0
KELT-4 A b,KELT-4 A,19.044091,286.68266,2.9895932,1823.0,6206.0,1840.0,0.0,0
KELT-9 b,KELT-9,21.196219,915.3504,1.4811235,4050.0,10170.0,44900.0,0.0,0
KOI-134 b,KOI-134,12.03844527,346.43296363,67.1277,659.0,6160.0,45.0,0.0,0
KOI-4777.01,KOI-4777,0.51,99.2,0.412,1180.0,3515.0,320.0,0.0,0
KPS-1 b,KPS-1,11.54527,346.4347,1.706291,1459.0,5165.0,729.0,0.0,0
Kepler-10 b,Kepler-10,1.47,3.26,0.8374907,2188.0,5708.0,3820.0,0.0,0
Kepler-10 c,Kepler-10,2.355,11.4,45.294301,578.0,5708.0,18.68,0.15092654672775357,0
Kepler-102 b,Kepler-102,0.46,1.1,5.286965,857.0,4909.0,90.0,0.07725468975468971,0
Kepler-102 c,Kepler-102,0.567,1.7,7.071392,777.0,4909.0,61.0,0.1066549334318514,0
Kepler-102 d,Kepler-102,1.154,3.0,10.311767,686.0,4909.0,36.9,0.2071875601771615,0
Kepler-102 e,Kepler-102,2.17,4.7,16.1456994,590.0,4909.0,20.3,0.18263419071586534,0
Kepler-102 f,Kepler-102,0.861,4.3,27.453592,495.0,4909.0,10.0,0.4456563795250832,0
Kepler-103 b,Kepler-103,3.486,9.8,15.9653287,973.0,6009.0,149.9,0.0,0
Kepler-103 c,Kepler-103,5.45,38.0,179.60978,434.0,6009.0,5.95,0.26016283062396056,0
Kepler-107 b,Kepler-107,1.536,3.8,3.1800218,1592.0,5854.0,1073.0,0.0,0
Kepler-107 c,Kepler-107,1.597,10.0,4.901452,1378.0,5854.0,602.0,0.0,0
Kepler-107 d,Kepler-107,0.86,7.7,7.95839,1173.0,5854.0,315.0,0.0,0
Kepler-107 e,Kepler-107,2.903,14.1,14.749143,955.0,5854.0,138.7,0.0,0
Kepler-109 b,Kepler-109,2.49,4.9,6.4816307,1276.0,5950.0,442.0,0.0,0
Kepler-109 c,Kepler-109,2.65,8.2,21.22265,859.0,5950.0,91.0,0.0,0
Kepler-111 c,Kepler-111,7.0840758,222.4798849,224.77833,352.2,5914.0,2.48,0.35453027210168786,0
Kepler-138 b,Kepler-138,0.64,0.07,10.3134,452.0,3841.0,9.9,0.5482508720241119,0
Kepler-138 c,Kepler-138,1.51,2.3,13.7815,410.0,3841.0,6.8,0.5596658348529929,0
Kepler-138 d,Kepler-138,1.51,2.1,23.0923,345.0,3841.0,3.4,0.662365972879218,1
Kepler-1514 b,Kepler-1514,12.419572,1678.1424,217.83184,387.9,6145.0,3.23,0.28558419087715536,0
Kepler-1654 b,Kepler-1654,9.180171,158.915,1047.8356,206.0,5597.0,0.3,0.3206780425992864,0
Kepler-1655 b,Kepler-1655,2.213,5.4,11.8728787,938.0,6148.0,129.1,0.0,0
Kepler-1661 b,Kepler-1661,3.87,17.0,175.06,243.0,5100.0,0.88,0.43266643866849064,0
Kepler-1704 b,Kepler-1704,11.94877343,1322.16617312,988.88112,253.8,5746.0,0.342,0.37783407993221946,0
Kepler-1876 b,Kepler-1876,0.853,2.4,6.99205,1299.0,6104.0,475.0,0.0,0
Kepler-19 b,Kepler-19,2.209,6.1,9.28699,851.0,5541.0,87.6,0.0,0
Kepler-20 b,Kepler-20,1.773,9.7,3.6961049,1187.0,5495.0,331.0,0.0,0
Kepler-20 c,Kepler-20,2.894,11.1,10.8540774,828.0,5495.0,78.7,0.0,0
Kepler-20 d,Kepler-20,2.606,13.4,77.611455,430.0,5495.0,5.71,0.34028479373406695,0
Kepler-20 e,Kepler-20,0.821,0.76,6.0984882,1004.0,5495.0,169.8,0.0,0
Kepler-20 f,Kepler-20,0.952,1.4,19.578328,681.0,5495.0,35.9,0.35471192293711373,0
Kepler-21 b,Kepler-21,1.639,7.5,2.7858212,2015.0,6305.0,2749.0,0.0,0
Kepler-22 b,Kepler-22,2.1,9.1,289.863876,279.0,5596.0,1.013,0.5633241758241758,0
Kepler-278 b,Kepler-278,3.955,56.0,30.1556,586.0,4965.0,110.0,0.0673216041578873,0
Kepler-278 c,Kepler-278,3.268,34.9,51.111,492.0,4965.0,54.3,0.21706192081122375,0
Kepler-323 b,Kepler-323,1.381,3.9,1.678328,1838.0,6004.0,1900.0,0.0,0
Kepler-323 c,Kepler-323,1.57,6.8,3.5538229,1431.0,6004.0,700.0,0.0,0
Kepler-37 b,Kepler-37,0.3098,0.79,13.36702,718.0,5357.0,44.5,0.22820544979272833,0
Kepler-37 c,Kepler-37,0.755,1.3,21.301848,615.0,5357.0,23.9,0.4175664195242507,0
Kepler-37 d,Kepler-37,2.03,2.0,39.7922622,499.0,5357.0,10.39,0.40472769567597155,0
Kepler-391 b,Kepler-391,2.5,1100.0,7.4175,930.0,5038.0,690.0,0.0,0
Kepler-391 c,Kepler-391,2.88,450.0,20.501,662.0,5038.0,179.0,0.0,0
Kepler-409 b,Kepler-409,1.199,6.0,68.9583216,438.0,5421.0,6.15,0.4918751737559076,0
Kepler-454 b,Kepler-454,2.37,5.4,10.5737534,916.0,5687.0,117.7,0.0,0
Kepler-538 b,Kepler-538,2.215,10.6,81.73778,380.0,5547.0,2.99,0.4359642896015825,0
Kepler-538 b,Kepler-538,2.215,12.9,81.73778,417.0,5534.0,5.07,0.3795293278737291,0
Kepler-553 b,Kepler-553,4.74139884,116.00736855,4.030467,1089.0,5191.0,235.0,0.0,0
Kepler-553 c,Kepler-553,11.57887706,2129.4503269,328.24017,251.0,5191.0,0.589,0.37466124077014673,0
Kepler-68 b,Kepler-68,2.357,8.03,5.39875259,1275.0,5847.0,441.0,0.0,0
Kepler-68 c,Kepler-68,0.979,1.3,9.605027,1052.0,5847.0,204.0,0.0,0
Kepler-78 b,Kepler-78,1.201,1.68,0.35500745,2223.0,5058.0,4070.0,0.0,0
Kepler-849 b,Kepler-849,8.08167508,298.75870258,394.62508,362.7,5950.0,2.86,0.3343751720927837,0
Kepler-93 b,Kepler-93,1.478,4.66,4.72673978,1133.0,5669.0,275.0,0.0,0
L 98-59 b,L 98-59,0.837,0.46,2.253114,620.0,3415.0,24.5,0.3916476520517793,0
L 98-59 b,L 98-59,0.85,0.4,2.2531136,627.0,3415.0,24.7,0.377536231884058,0
L 98-59 c,L 98-59,1.385,2.22,3.6906777,553.0,3415.0,12.8,0.38368607777452546,0
L 98-59 c,L 98-59,1.329,2.0,3.6906764,526.0,3415.0,12.7,0.44517807875595683,0
L 98-59 d,L 98-59,1.521,1.94,7.4507245,416.0,3415.0,5.01,0.5741000562570745,0
L 98-59 d,L 98-59,1.627,1.64,7.450729,416.0,3415.0,4.97,0.5895374964812955,0
LHS 1140 b,LHS 1140,1.43,6.65,24.73712,230.0,3131.0,0.46,0.5743474361895415,0
LHS 1140 b,LHS 1140,1.73,5.6,24.73723,226.0,3096.0,0.43,0.540870722084595,0
LHS 1140 b,LHS 1140,1.727,6.98,24.736959,235.0,3216.0,0.503,0.5430804702620902,0
LHS 1140 c,LHS 1140,1.282,1.81,3.777931,438.0,3216.0,6.16,0.5914218833946728,0
LHS 1140 c,LHS 1140,1.272,1.91,3.77794,422.0,3096.0,5.3,0.6068060083198876,1
LHS 1903 b,LHS 1903,1.382,3.28,2.1555098,796.0,3664.0,66.66,0.002984559512744178,0
LHS 1903 c,LHS 1903,2.046,4.55,6.226185,559.0,3664.0,16.2,0.23617274302758173,0
LHS 1903 d,LHS 1903,2.5,5.96,12.566287,442.0,3664.0,6.35,0.35644668158090975,0
LHS 1903 e,LHS 1903,1.732,5.79,29.31773,333.0,3664.0,2.05,0.5625236331654082,0
LHS 3844 b,LHS 3844,1.286,2.37,0.462929709,816.0,3080.0,73.67,0.02653043814923453,0
LP 791-18 c,LP 791-18,2.438,7.1,4.9899093,324.4,2960.0,2.637,0.5147496472775217,0
LP 791-18 d,LP 791-18,1.032,0.9,2.753436,395.5,2960.0,5.83,0.8141193915903218,1
LP 890-9 b,LP 890-9,1.32,13.2,2.7299025,396.0,2850.0,4.09,0.5,0
LP 890-9 c,LP 890-9,1.367,25.3,8.457463,272.0,2850.0,0.906,0.6090941539050696,1
LTT 1445 A b,LTT 1445 A,1.305,2.87,5.3587657,424.0,3340.0,5.4,0.5455257853071142,0
LTT 1445 A c,LTT 1445 A,1.147,1.54,3.1239035,508.0,3340.0,10.9,0.5508015137047395,0
LTT 3780 b,LTT 3780,1.332,2.62,0.768448,892.0,3331.0,106.0,0.0,0
LTT 3780 b,LTT 3780,1.35,2.34,0.768377,1000.0,3360.0,116.0,0.0,0
LTT 3780 b,LTT 3780,1.325,2.46,0.76837931,903.0,3358.0,111.0,0.0,0
LTT 3780 c,LTT 3780,2.39,8.04,12.252284,359.0,3358.0,2.76,0.46422533427701107,0
LTT 3780 c,LTT 3780,2.42,6.29,12.252131,397.0,3360.0,2.88,0.420272806836978,0
LTT 3780 c,LTT 3780,2.3,8.6,12.2519,353.0,3331.0,2.63,0.4750407257611505,0
NGTS-1 b,NGTS-1,14.90797,258.07796,2.647298,790.0,3916.0,65.3,0.0,0
NGTS-12 b,NGTS-12,11.747032,66.10864,7.532806,1257.0,5690.0,416.0,0.0,0
NGTS-13 b,NGTS-13,12.800678,1538.2972,4.119027,1605.0,5819.0,1096.0,0.0,0
NGTS-15 b,NGTS-15,12.32987877,238.68913366,3.27623,1146.0,5600.0,425.0,0.0,0
NGTS-16 b,NGTS-16,14.57167491,211.99154747,4.84532,1177.0,5550.0,480.0,0.0,0
NGTS-17 b,NGTS-17,13.89913607,242.82090295,3.24253,1457.0,5650.0,1160.0,0.0,0
NGTS-18 b,NGTS-18,13.56286665,129.99181846,3.05125,1381.0,5610.0,845.0,0.0,0
NGTS-26 b,NGTS-26,14.88552637,92.80589484,4.5199279,1331.0,5550.0,523.0,0.0,0
NGTS-27 b,NGTS-27,15.64773706,188.47224535,3.3704181,1783.0,5700.0,1680.0,0.0,0
NGTS-31 b,NGTS-31,18.04645893,355.96781584,4.162734,1410.0,5710.0,643.0,0.0,0
NGTS-32 b,NGTS-32,15.91675259,181.16219199,3.31211,1750.0,5680.0,1554.0,0.0,0
NGTS-33 b,NGTS-33,18.38272835,1153.71711741,2.827972,1991.0,7437.0,2620.0,0.0,0
NGTS-8 b,NGTS-8,12.21781,295.5819,2.4997,1345.0,5241.0,503.0,0.0,0
NGTS-9 b,NGTS-9,11.99363,921.707,4.43527,1448.0,6330.0,729.0,0.0,0
PH2 b,PH2,9.33708092,87.08498352,282.52542,295.1,5734.0,1.2,0.42571375577945236,0
Qatar-3 b,Qatar-3,12.285064,1369.8473,2.5079204,1681.0,6007.0,1330.0,0.0,0
Qatar-4 b,Qatar-4,12.722215,1938.763,1.8053564,1385.0,5215.0,614.0,0.0,0
Qatar-5 b,Qatar-5,12.408363,1373.0256,2.8792319,1415.0,5747.0,669.0,0.0,0
Ross 176 b,Ross 176,1.84,4.57,5.0066338,682.0,4041.0,36.2,0.08146677026184206,0
TIC 139270665 b,TIC 139270665,7.22979255,147.15455244,23.624,703.0,5844.0,40.3,0.0,0
TIC 393818343 b,TIC 393818343,12.18416202,1379.37528638,16.24921,805.5,5756.0,2.28,0.0,0
TOI-1052 b,TOI-1052,2.87,16.9,9.139703,1135.0,6146.0,246.0,0.0,0
TOI-1062 b,TOI-1062,2.265,10.15,4.11296,1077.0,5328.0,232.0,0.0,0
TOI-1064 b,TOI-1064,2.587,13.5,6.443868,784.0,4734.0,62.9,0.0,0
TOI-1064 c,TOI-1064,2.651,2.5,12.226574,634.0,4734.0,26.8,0.15260928789974432,0
TOI-1075 b,TOI-1075,1.791,9.95,0.6047328,1323.0,3875.0,509.2,0.0,0
TOI-1080 b,TOI-1080,1.2,10.7,3.9652482,368.0,3065.0,4.35,0.5669262720664591,0
TOI-1107 b,TOI-1107,14.57167491,1064.72516345,4.0782387,1728.0,6311.0,532.0,0.0,0
TOI-1117 b,TOI-1117,2.46,8.9,2.22816,1538.0,5635.0,928.0,0.0,0
TOI-1130 b,TOI-1130,3.56,19.28,4.07445,632.17,4350.0,78.1,0.021815940007563164,0
TOI-1130 c,TOI-1130,13.32,325.69,8.350231,497.7,4350.0,30.0,0.1321936438341993,0
TOI-1135 b,TOI-1135,9.91994792,58.79825529,8.0277327,1171.0,6320.0,310.0,0.0,0
TOI-1173 b,TOI-1173,9.19,27.4,7.06466,868.0,5350.0,132.0,0.0,0
TOI-1201 b,TOI-1201,2.415,6.28,2.4919863,703.0,3476.0,40.6,0.0,0
TOI-1203 b,TOI-1203,1.52,3.51,4.1572888,1361.2,5737.0,572.2,0.0,0
TOI-1203.01,TOI-1203,2.918,7.39,25.502672,743.6,5737.0,51.0,0.0,0
TOI-1221 b,TOI-1221,2.91,1112.3994245,91.68278,440.0,5592.0,6.06,0.2922513596964572,0
TOI-1231 b,TOI-1231,3.65,15.4,24.245586,329.6,3553.0,1.93,0.4438945225246595,0
TOI-1235 b,TOI-1235,1.738,6.91,3.444729,754.0,3872.0,53.6,0.0,0
TOI-1235 b,TOI-1235,1.694,5.9,3.444717,775.0,3997.0,60.3,0.0,0
TOI-1238 b,TOI-1238,1.21,3.76,0.764597,1133.0,4089.0,442.0,0.0,0
TOI-1238 c,TOI-1238,2.11,8.32,3.294736,695.0,4089.0,63.0,0.012960009316644386,0
TOI-1246 b,TOI-1246,3.01,8.1,4.30744,955.0,5151.0,196.0,0.0,0
TOI-1246 c,TOI-1246,2.51,8.8,5.904144,860.0,5151.0,129.0,0.0,0
TOI-1246 d,TOI-1246,3.51,5.3,18.6559,586.0,5151.0,28.0,0.1281849701661022,0
TOI-1246 e,TOI-1246,3.78,14.8,37.9216,462.0,5151.0,11.0,0.257968682968683,0
TOI-125 b,TOI-125,2.726,9.5,4.65382,1037.0,5320.0,185.0,0.0,0
TOI-125 c,TOI-125,2.759,6.63,9.15059,827.8,5320.0,77.59,0.0,0
TOI-125 d,TOI-125,2.93,13.6,19.98,638.1,5320.0,26.7,0.03819790202770519,0
TOI-1260 b,TOI-1260,2.34,8.6,3.12748,860.0,4227.0,91.0,0.0,0
TOI-1260 b,TOI-1260,2.41,8.56,3.127463,871.0,4227.0,95.58,0.0,0
TOI-1260 c,TOI-1260,2.82,11.8,7.49325,643.0,4227.0,28.4,0.038751151981408036,0
TOI-1260 c,TOI-1260,2.76,13.2,7.493134,651.0,4227.0,29.81,0.027256258234519083,0
TOI-1260 d,TOI-1260,3.12,11.84,16.608164,499.0,4227.0,10.32,0.22843612843612843,0
TOI-1266 b,TOI-1266,2.37,13.5,10.894843,413.0,3600.0,4.9,0.3751933895921237,0
TOI-1266 b,TOI-1266,2.62,4.23,10.894841,425.0,3618.0,5.5,0.3951480248317182,0
TOI-1266 b,TOI-1266,2.458,15.9,10.894879,410.0,3573.0,4.72,0.37147392760216497,0
TOI-1266 c,TOI-1266,2.13,2.88,18.801611,354.0,3618.0,2.7,0.5533450704225352,0
TOI-1266 c,TOI-1266,1.673,6.4,18.80152,347.1,3573.0,2.42,0.544110256027097,0
TOI-1266 c,TOI-1266,1.56,2.2,18.80151,344.0,3600.0,2.3,0.6508935508935508,1
TOI-1295 b,TOI-1295,15.69257298,451.31633794,3.1968838,2360.0,6280.0,1800.0,0.0,0
TOI-132 b,TOI-132,3.42,22.4,2.1097019,1395.0,5397.0,860.0,0.0,0
TOI-1386 b,TOI-1386,6.05284958,47.03860424,25.83839,676.4,5793.0,34.68,0.0,0
TOI-1416 b,TOI-1416,1.62,3.48,1.0697568,1517.0,4884.0,883.0,0.0,0
TOI-1420 b,TOI-1420,11.89,25.1,6.9561063,957.0,5510.0,139.0,0.0,0
TOI-1431 b,TOI-1431,16.70138124,991.62462984,2.650237,2370.0,7690.0,5300.0,0.0,0
TOI-1438 b,TOI-1438,3.04,9.4,5.13967,971.0,5230.0,145.0,0.0,0
TOI-1438 c,TOI-1438,2.75,10.6,9.428089,794.0,5230.0,65.0,0.0,0
TOI-1448 b,TOI-1448,2.749,19.5,8.112245,426.0,3412.0,5.45,0.332848541660837,0
TOI-1452 b,TOI-1452,1.672,4.82,11.06201,326.0,3185.0,1.8,0.5888887234432114,0
TOI-1453 b,TOI-1453,1.173,2.32,4.3135225,944.2,4975.0,132.6,0.0,0
TOI-1453 c,TOI-1453,2.224,2.95,6.5886982,819.8,4975.0,75.3,0.0,0
TOI-1468 b,TOI-1468,1.401,3.04,1.8805201,683.5,3376.0,36.4,0.16351141728339405,0
TOI-1468 b,TOI-1468,1.28,3.21,1.8805136,682.2,3496.0,36.0,0.18033294392523358,0
TOI-1468 c,TOI-1468,2.064,6.64,15.532482,337.5,3496.0,2.15,0.5217795601008686,0
TOI-1468 c,TOI-1468,2.126,4.1,15.532477,338.1,3376.0,2.13,0.5446974642253477,0
TOI-1470 b,TOI-1470,2.18,7.32,2.527093,734.0,3709.0,46.3,0.0,0
TOI-1470 c,TOI-1470,2.47,7.24,18.08816,373.0,3709.0,3.35,0.4448383984113848,0
TOI-1518 b,TOI-1518,21.05046575,581.62598481,1.90261131,2546.0,7299.0,7010.0,0.0,0
TOI-157 b,TOI-157,14.414774,375.0394,2.0845435,1588.0,5404.0,1062.0,0.0,0
TOI-1634 b,TOI-1634,1.79,4.91,0.989343,924.0,3550.0,121.0,0.0,0
TOI-1685 b,TOI-1685,1.7,3.78,0.6691403,1069.0,3434.0,217.0,0.0,0
TOI-1685 b,TOI-1685,1.468,3.03,0.66913924,1062.0,3575.0,236.0,0.0,0
TOI-1685 b,TOI-1685,1.421,3.07,0.66913923,1000.0,3470.0,213.0,0.0,0
TOI-169 b,TOI-169,12.172974,251.40353,2.2554477,1715.0,5880.0,1443.0,0.0,0
TOI-1695 b,TOI-1695,1.9,6.36,3.1342791,698.0,3690.0,39.0,0.03562010371841549,0
TOI-1695 b,TOI-1695,2.03,5.5,3.134279,590.0,3650.0,27.0,0.18288426133253718,0
TOI-1696 b,TOI-1696,3.24,56.6,2.50031,533.0,3168.0,13.5,0.1576151681717053,0
TOI-1710 b,TOI-1710,5.15,18.4,24.283382,730.0,5730.0,33.0,0.0,0
TOI-172 b,TOI-172,10.816685,1722.6386,9.47725,1198.0,5645.0,299.0,0.0,0
TOI-1728 b,TOI-1728,5.05,26.78,3.49151,767.0,3980.0,57.78,0.0,0
TOI-1736 b,TOI-1736,3.05,11.9,7.073091,1186.0,5670.0,329.6,0.0,0
TOI-1759 b,TOI-1759,3.14,10.8,18.85019,443.0,4065.0,6.39,0.30804140127388535,0
TOI-1789 b,TOI-1789,16.14093221,222.4798849,3.208664,1927.0,5991.0,2300.0,0.0,0
TOI-1803 b,TOI-1803,2.99,10.32,6.293287,747.0,4687.0,58.0,0.0,0
TOI-1803 c,TOI-1803,4.29,8.0,12.885779,588.0,4687.0,22.0,0.09076340326340322,0
TOI-181 b,TOI-181,6.9559,46.1687,4.532,895.1,4994.0,102.43,0.0,0
TOI-1899 b,TOI-1899,12.89035,209.7678,29.02,362.0,3841.0,2.9,0.32192559875930865,0
TOI-1899 b,TOI-1899,11.09689089,212.94503269,29.090312,378.0,3926.0,3.4,0.30344341368466454,0
TOI-1937 A b,TOI-1937 A,13.97759893,638.83509807,0.94667944,2097.0,5814.0,3230.0,0.0,0
TOI-198 b,TOI-198,1.36,3.17,10.215213,456.0,3801.0,7.2,0.48189212593554764,0
TOI-2000 b,TOI-2000,2.7,11.0,3.09833,1488.0,5611.0,628.0,0.0,0
TOI-2000 c,TOI-2000,8.14,81.7,9.127055,1038.0,5611.0,149.0,0.0,0
TOI-2010 b,TOI-2010,11.81426566,408.7273314,141.834025,400.2,5929.0,4.09,0.27029368212900967,0
TOI-2015 b,TOI-2015,3.309,9.2,3.348237,530.9,3297.0,13.185,0.18590941591005647,0
TOI-2015 b,TOI-2015,3.39,16.4,3.348968,512.0,3194.0,11.47,0.1956771470369571,0
TOI-2031 A b,TOI-2031 A,14.20177855,254.2627256,5.71548654,1358.0,6490.0,567.0,0.0,0
TOI-2095 b,TOI-2095,1.25,4.1,17.66484,347.0,3759.0,3.43,0.6312262872628727,1
TOI-2095 c,TOI-2095,1.33,7.4,28.17232,297.0,3759.0,1.84,0.6536044503149767,1
TOI-2120 b,TOI-2120,2.122,6.8,5.7998164,384.0,3131.0,3.61,0.45216037404594267,0
TOI-2134 b,TOI-2134,2.69,9.13,9.2292005,666.0,4580.0,32.0,0.01938287112627598,0
TOI-2134 c,TOI-2134,7.27,41.89,95.5,306.0,4580.0,1.4,0.42342708830325576,0
TOI-2136 b,TOI-2136,2.09,15.0,7.85191,403.0,3366.0,4.4,0.40381844763423713,0
TOI-2136 b,TOI-2136,2.2,4.7,7.851925,378.0,3373.0,4.82,0.4751934235976789,0
TOI-2136 b,TOI-2136,2.19,6.37,7.851928,395.0,3342.0,4.0,0.43547095164022753,0
TOI-2141 b,TOI-2141,3.147,20.1,18.261608,728.0,5635.0,47.3,0.0,0
TOI-216.01,TOI-216,11.29,200.0,34.556,497.0,5026.0,10.1,0.13779440999901585,0
TOI-216.02,TOI-216,7.69,30.0,17.089,628.0,5026.0,25.9,0.0,0
TOI-2169 A b,TOI-2169 A,12.50922246,329.58805806,8.2148282,1364.0,6270.0,577.0,0.0,0
TOI-2180 b,TOI-2180,11.32107051,875.61726129,260.79,348.0,5695.0,2.71,0.3435085429161722,0
TOI-2193 A b,TOI-2193 A,19.83989584,298.75870258,2.1225735,1763.0,5966.0,1600.0,0.0,0
TOI-2196 b,TOI-2196,3.51,26.0,1.1947268,1860.0,5634.0,2000.0,0.0,0
TOI-2207 b,TOI-2207,11.1529358,203.41018048,8.001968,1259.0,6101.0,406.0,0.0,0
TOI-2236 b,TOI-2236,14.36991326,502.16888306,3.5315902,1688.0,6248.0,1356.0,0.0,0
TOI-2285 b,TOI-2285,1.74,19.5,27.26955,284.0,3491.0,1.54,0.5822428529325081,0
TOI-2322 b,TOI-2322,0.994,2.31,11.30717,603.1,4664.0,22.04,0.390441976567722,0
