planet_name,star_name,pl_rade,pl_bmasse,pl_orbper,pl_eqt,st_teff,pl_insol,habitability_score,habitable
TOI-2322 c,TOI-2322,1.874,18.1,20.225528,496.8,4664.0,10.15,0.2866599645040891,0
TOI-2345 b,TOI-2345,1.504,3.49,1.0528573,1478.0,4687.0,791.0,0.0,0
TOI-2345 c,TOI-2345,2.451,7.27,21.064302,544.0,4687.0,14.57,0.20810893980523537,0
TOI-2346 b,TOI-2346,16.11851425,394.10722468,3.3312029,1689.0,6480.0,1360.0,0.0,0
TOI-2364 b,TOI-2364,8.60849718,71.51139158,4.0197517,1091.0,5306.0,237.0,0.0,0
TOI-2379 b,TOI-2379,11.72459381,1830.69162432,5.4693827,624.0,3707.0,25.3,0.0,0
TOI-238 b,TOI-238,1.402,3.4,1.2730991,1311.0,5059.0,728.0,0.0,0
TOI-238 b,TOI-238,1.559,3.37,1.273099,1378.0,5059.0,753.1,0.0,0
TOI-238 c,TOI-238,2.18,6.7,8.465651,696.0,5059.0,58.3,0.015724131635400908,0
TOI-2382 b,TOI-2382,12.25141591,235.19302118,4.6612061,1426.0,6033.0,689.0,0.0,0
TOI-2384 b,TOI-2384,11.48920522,624.85064816,2.13570304,889.7,3943.0,104.3,0.0,0
TOI-2406 b,TOI-2406,2.86,15.6,3.0766891,449.0,3100.0,6.69,0.30051476301476304,0
TOI-2421 b,TOI-2421,10.36830715,105.83685953,4.3474032,1534.0,5607.0,923.6,0.0,0
TOI-244 b,TOI-244,1.52,2.68,7.397225,458.0,3433.0,7.3,0.4731976084489832,0
TOI-2458 b,TOI-2458,2.83,13.31,3.73659,1509.4,6005.0,865.0,0.0,0
TOI-2567 b,TOI-2567,10.92875618,63.88350981,5.983944,1352.0,5611.0,558.0,0.0,0
TOI-257 b,TOI-257,7.16253867,43.86032017,18.38818,1027.0,6095.0,186.0,0.0,0
TOI-2570 b,TOI-2570,13.64132951,260.61929374,2.9887615,1431.0,5771.0,699.0,0.0,0
TOI-2580 b,TOI-2580,17.37392009,200.23189641,3.39775,2410.0,6120.0,1730.0,0.0,0
TOI-2583 A b,TOI-2583 A,14.4595851,79.45710175,4.5207265,1456.0,5936.0,750.9,0.0,0
TOI-2587 A b,TOI-2587 A,12.07207221,69.28659273,5.45664,1445.0,5760.0,728.0,0.0,0
TOI-2641 b,TOI-2641,18.10250383,122.6817651,4.880974,1387.0,6100.0,602.0,0.0,0
TOI-269 b,TOI-269,2.77,8.8,3.6977104,531.0,3514.0,19.0,0.204894158188382,0
TOI-2796 b,TOI-2796,17.26183028,139.84449908,4.8084983,1205.0,5764.0,352.0,0.0,0
TOI-2803 A b,TOI-2803 A,18.11371281,309.88269682,1.96229325,1893.0,6280.0,2150.0,0.0,0
TOI-2818 b,TOI-2818,15.27784069,225.65816897,4.039709,1376.0,5721.0,598.0,0.0,0
TOI-283 b,TOI-283,2.34,6.54,17.61745,661.0,5213.0,30.4,0.0560211322826002,0
TOI-2842 b,TOI-2842,12.84549188,117.59651059,3.5514058,1471.0,5910.0,781.8,0.0,0
TOI-2876 b,TOI-2876,9.6397234,54.03082919,6.2996431,929.0,5271.0,124.2,0.0,0
TOI-2886 b,TOI-2886,18.6405349,444.9597698,1.60200105,1978.0,6240.0,2560.0,0.0,0
TOI-2969 b,TOI-2969,12.32987877,368.68095212,1.8237146,1186.0,4738.0,382.0,0.0,0
TOI-2977 b,TOI-2977,13.15934334,533.95172376,2.3505614,1544.0,5691.0,947.8,0.0,0
TOI-2986 b,TOI-2986,9.292245,96.61983573,3.2783662,1622.0,5906.0,1156.0,0.0,0
TOI-2989 b,TOI-2989,12.55405838,953.485221,3.122832,1001.0,4672.0,124.0,0.0,0
TOI-2992 b,TOI-2992,13.75341932,1058.36859531,3.007812,1726.0,6000.0,1484.0,0.0,0
TOI-3023 b,TOI-3023,16.43236571,197.05361234,3.9014971,1596.0,5760.0,1084.0,0.0,0
TOI-3135 b,TOI-3135,13.65253849,327.36325921,3.7065585,1292.0,5890.0,464.0,0.0,0
TOI-3160 A b,TOI-3160 A,13.7646283,378.21580433,3.971281,1539.0,6190.0,933.0,0.0,0
TOI-3261 b,TOI-3261,3.82,30.3,0.8831331,1722.0,5068.0,1466.0,0.0,0
TOI-3288 b,TOI-3288,12.24020692,536.17652261,1.4338647,973.0,4072.0,213.8,0.0,0
TOI-3288 b,TOI-3288,11.2089807,670.61793877,1.4338635,1059.0,3933.0,239.0,0.0,0
TOI-3331 A b,TOI-3331 A,12.97999965,721.47048389,2.0180231,1488.0,5609.0,818.5,0.0,0
TOI-3364 b,TOI-3364,12.22899794,530.77343969,5.8768918,1264.0,5706.0,425.0,0.0,0
TOI-3464 b,TOI-3464,13.7646283,397.28550875,3.6515568,1693.0,6370.0,1370.0,0.0,0
TOI-3474 b,TOI-3474,14.67255574,193.87532827,3.8795105,1451.0,6020.0,740.0,0.0,0
TOI-3486 b,TOI-3486,10.5700688,99.16246298,2.21778105,1190.0,4930.0,334.0,0.0,0
TOI-3493 b,TOI-3493,3.22,8.97,8.1594667,1102.0,5844.0,245.0,0.0,0
TOI-3523 A b,TOI-3523 A,15.9727975,435.42491759,2.30458952,1984.0,6450.0,2590.0,0.0,0
TOI-3540 A b,TOI-3540 A,23.53885947,375.03752026,3.119999,1498.0,5810.0,841.3,0.0,0
TOI-3593 b,TOI-3593,11.02963701,565.73456446,3.8212867,1170.0,5550.0,308.0,0.0,0
TOI-3629 b,TOI-3629,8.29464572,77.2323029,3.9365578,711.0,3865.0,43.0,0.0,0
TOI-3629 b,TOI-3629,8.29464572,82.63538582,3.936551,690.0,3870.0,39.0,0.0,0
TOI-3682 b,TOI-3682,12.80065596,69.28659273,3.3462406,1657.0,5703.0,1258.0,0.0,0
TOI-3688 A b,TOI-3688 A,13.08088048,311.47183886,3.246075,1534.0,5950.0,924.3,0.0,0
TOI-3693 b,TOI-3693,12.59889431,324.18497514,9.088516,801.0,5321.0,68.6,0.0,0
TOI-3714 b,TOI-3714,11.32107051,212.94503269,2.154849,781.0,3660.0,62.0,0.0,0
TOI-3714 b,TOI-3714,11.32107051,222.4798849,2.154849,750.0,3660.0,54.0,0.0,0
TOI-3714 b,TOI-3714,11.14172682,218.98377242,2.15484802,764.0,3652.0,57.0,0.0,0
TOI-375 b,TOI-375,10.77183045,236.78216321,9.45469,1373.0,5259.9,593.3,0.0,0
TOI-3757 b,TOI-3757,12.0,85.3,3.438753,759.0,3913.0,55.4,0.0,0
TOI-3785 b,TOI-3785,5.14,14.95,4.6747373,582.0,3576.0,19.1,0.07009931505363753,0
TOI-3807 b,TOI-3807,18.49481816,330.54154328,2.8989727,1646.0,5772.0,1230.0,0.0,0
TOI-3819 b,TOI-3819,13.13692538,352.78953177,3.2443141,1633.0,5859.0,1186.0,0.0,0
TOI-3856 b,TOI-3856,13.59649359,171.62733978,2.04360352,1544.0,5622.0,949.0,0.0,0
TOI-3877 b,TOI-3877,11.67975789,99.7981198,4.123596,1445.0,5731.0,729.0,0.0,0
TOI-3884 b,TOI-3884,6.0,16.5,4.5445697,463.0,3269.0,7.42,0.22512626262626265,0
TOI-3884 b,TOI-3884,6.43,32.59,4.5445828,441.0,3180.0,6.29,0.24336157629285476,0
TOI-3912 b,TOI-3912,14.28024141,129.03833324,3.4936264,1512.0,5725.0,872.2,0.0,0
TOI-3976 A b,TOI-3976 A,12.27383387,55.61997123,6.607662,1295.0,5975.0,469.0,0.0,0
TOI-3980 b,TOI-3980,14.4595851,187.51876013,3.6089254,1621.0,5840.0,1153.0,0.0,0
TOI-3984 A b,TOI-3984 A,7.9,44.0,4.353326,563.0,3476.0,16.7,0.06284842091804115,0
TOI-4010 b,TOI-4010,3.02,11.0,1.348335,1441.0,4960.0,714.0,0.0,0
TOI-4010 c,TOI-4010,5.93,20.31,5.414654,907.0,4960.0,112.0,0.0,0
TOI-4010 d,TOI-4010,6.18,38.15,14.70886,650.0,4960.0,30.0,0.0,0
TOI-406 c,TOI-406,1.32,2.08,3.307441,584.0,3392.0,19.0,0.3603923853923854,0
TOI-406.01,TOI-406,2.08,6.57,13.175682,368.0,3392.0,3.0,0.47878175857627914,0
TOI-4087 b,TOI-4087,13.04725353,232.01473711,3.1774835,1458.0,6060.0,753.9,0.0,0
TOI-411 b,HD 22946,1.362,13.71,4.040295,1241.0,6169.0,495.139,0.0,0
TOI-411 c,HD 22946,2.328,9.72,9.573083,931.0,6169.0,156.75,0.0,0
TOI-4127 b,TOI-4127,12.28504285,731.0053361,56.39879,605.1,6096.0,22.3,0.0,0
TOI-4137 b,TOI-4137,13.57407563,457.67290608,3.8016122,1570.0,6202.0,1013.0,0.0,0
TOI-4145 A b,TOI-4145 A,13.30506009,136.66621501,4.0664428,1074.0,5281.0,223.0,0.0,0
TOI-4201 b,TOI-4201,12.66614819,816.81900599,3.5819134,750.0,3926.0,53.0,0.0,0
TOI-4201 b,TOI-4201,13.67495645,788.21444936,3.5819194,725.0,3794.0,45.2,0.0,0
TOI-4201 b,TOI-4201,12.69,825.0,3.5819232,739.0,3920.0,49.6,0.0,0
TOI-421 b,TOI-421,2.68,7.17,5.19672,981.4,5325.0,154.57,0.0,0
TOI-421 c,TOI-421,5.09,16.42,16.06819,673.6,5325.0,34.32,0.0,0
TOI-4214 b,TOI-4214,10.68215861,165.27077164,3.4913885,1642.0,6370.0,1210.0,0.0,0
TOI-4336 A b,TOI-4336 A,2.137,3.33,16.336351,309.4,3307.0,1.53,0.6007515833568712,1
TOI-4336 A c,TOI-4336 A,1.251,1.55,7.587266,399.5,3307.0,4.24,0.6784954294628813,1
TOI-4342 b,TOI-4342,2.329,7.3,5.5382592,639.0,3866.0,27.8,0.08240653875788888,0
TOI-4342 c,TOI-4342,2.349,4.8,10.688662,514.0,3866.0,11.6,0.2763250319284802,0
TOI-4438 b,TOI-4438,2.52,5.4,7.44628,435.0,3422.0,6.0,0.37043650793650795,0
TOI-4463 A b,TOI-4463 A,13.26022417,252.35575516,2.8807198,1395.0,5640.0,633.0,0.0,0
TOI-4487 A b,TOI-4487 A,14.60530185,397.28550875,3.9540709,1639.0,6206.0,1203.0,0.0,0
TOI-451 b,TOI-451,1.84,4.7,1.8587033,1474.0,5490.0,786.0,0.0,0
TOI-451 c,TOI-451,2.93,3.7,9.192463,865.0,5490.0,93.0,0.0,0
TOI-451 d,TOI-451,3.93,10.2,16.364962,714.0,5490.0,43.2,0.0,0
TOI-4552 b,TOI-4552,1.11,1.83,0.30110032,1122.0,3258.0,263.0,0.0,0
TOI-4603 b,TOI-4603,11.67975789,4096.80816623,7.24599,1677.0,6264.0,1192.0,0.0,0
TOI-4666 b,TOI-4666,12.44196858,222.4798849,2.9089168,713.0,3512.0,54.0,0.0,0
TOI-4666 b,TOI-4666,12.53164042,155.41809102,2.9089165,695.0,3793.0,55.6,0.0,0
TOI-469.01,TOI-469,3.41,9.1,13.6308205,716.0,5289.0,74.7,0.0,0
TOI-469.01,TOI-469,3.36,5.8,13.63083,755.0,5240.0,54.1,0.0,0
TOI-469.01,TOI-469,3.48,9.6,13.63083,777.0,5289.0,61.0,0.0,0
TOI-4734 b,TOI-4734,10.9175472,61.65871096,6.235633,1468.0,6070.0,775.0,0.0,0
TOI-4791 b,TOI-4791,12.44196858,734.18362017,4.28088,1472.0,6058.0,783.2,0.0,0
TOI-4794 b,TOI-4794,14.35870428,308.29355479,3.5658116,1673.0,6390.0,1310.0,0.0,0
TOI-4860 b,TOI-4860,8.7,86.7,1.5227591,694.0,3260.0,42.5,0.0,0
TOI-4961 b,TOI-4961,12.34108775,572.0911326,7.479182,919.0,5380.0,115.0,0.0,0
TOI-4994 b,TOI-4994,8.54124329,88.99195396,21.491984,717.6,5640.0,40.0,0.0,0
TOI-500 b,TOI-500,1.166,1.42,0.548177,1617.0,4440.0,1138.0,0.0,0
TOI-5005 b,TOI-5005,6.25,32.7,6.3085044,1040.0,5749.0,226.0,0.0,0
TOI-5007 b,TOI-5007,11.07447293,211.03806225,2.543371,774.0,3793.0,85.3,0.0,0
TOI-512 b,TOI-512,1.54,3.57,7.18886,1009.0,5277.0,127.0,0.0,0
TOI-5181 A b,TOI-5181 A,13.34989601,330.54154328,3.8922295,1585.0,6060.0,1053.0,0.0,0
TOI-519 b,TOI-519,11.87031056,166.85991368,1.26523248,754.0,3354.0,54.0,0.0,0
TOI-5205 b,TOI-5205,11.6,343.0,1.630757,737.0,3430.0,49.0,0.0,0
TOI-521 b,TOI-521,1.98,5.3,1.54285047,794.0,3544.0,66.0,0.0,0
TOI-5210 b,TOI-5210,10.72699453,81.99972901,4.5661061,1286.0,5723.0,456.0,0.0,0
TOI-5218 b,TOI-5218,9.86,657.0,4.291452,783.0,4230.0,62.0,0.0,0
TOI-5292 A b,TOI-5292 A,12.64373023,412.85910069,2.02191,809.0,3919.0,102.0,0.0,0
TOI-5293 A b,TOI-5293 A,11.9,170.4,2.930289,675.0,3586.0,34.6,0.0,0
TOI-5293 A b,TOI-5293 A,10.98480109,158.9142035,2.930289,676.0,3586.0,34.8,0.0,0
TOI-5300 b,TOI-5300,9.86390302,190.6970442,2.262196,1043.0,4610.0,198.0,0.0,0
TOI-532 b,TOI-532,5.82,61.5,2.3266508,867.0,3927.0,94.1,0.0,0
TOI-5322 b,TOI-5322,16.6117094,184.02264765,5.4233207,1350.0,5692.0,554.0,0.0,0
TOI-5340 b,TOI-5340,15.07607904,270.15414595,4.9394392,1566.0,5990.0,1004.0,0.0,0
TOI-5344 b,TOI-5344,9.7,135.0,3.792622,679.0,3770.0,35.0,0.0,0
TOI-5344 b,TOI-5344,10.60369574,130.94530368,3.792622,689.0,3747.0,38.0,0.0,0
TOI-5349 b,TOI-5349,10.2,127.4,3.317921,719.0,3751.0,44.5,0.0,0
TOI-5386 A b,TOI-5386 A,14.70618268,155.10026262,3.62156552,1488.0,6094.0,817.0,0.0,0
TOI-5422 b,TOI-5422,9.10169233,8899.195396,5.377219,1369.0,5820.0,580.0,0.0,0
TOI-5542 b,TOI-5542,11.30986153,419.53349724,75.12375,441.0,5700.0,9.6,0.21474060366341657,0
TOI-5573 b,TOI-5573,9.75,112.0,8.79758977,528.0,3790.0,12.92,0.10011446886446886,0
TOI-5592 b,TOI-5592,17.14974047,285.72773789,2.6085846,1789.0,6237.0,1712.0,0.0,0
TOI-561 b,TOI-561,1.425,2.0,0.4465688,2310.0,5372.0,4745.0,0.0,0
TOI-561 c,TOI-561,2.91,5.39,10.778831,800.0,5372.0,68.2,0.0,0
TOI-561 d,TOI-561,2.82,13.2,25.7124,598.0,5372.0,21.4,0.09855469589512145,0
TOI-561 e,TOI-561,2.55,12.6,77.03,415.0,5372.0,4.96,0.36506769374416437,0
TOI-5616 b,TOI-5616,10.78,624.0,2.002849,939.0,3996.0,137.0,0.0,0
TOI-5634 A b,TOI-5634 A,10.42,588.0,2.2035373,837.0,3896.0,77.0,0.0,0
TOI-564 b,TOI-564,11.43318,464.98529,1.651144,1714.0,5640.0,1423.0,0.0,0
TOI-5688 A b,TOI-5688 A,10.3,124.0,2.94815527,742.0,3713.0,50.3,0.0,0
TOI-5720 b,TOI-5720,1.09,4.3,1.4344555,708.0,3325.0,41.7,0.16166346632529688,0
TOI-5788 b,TOI-5788,1.528,3.72,6.340758,910.0,5615.0,175.1,0.0,0
TOI-5788 c,TOI-5788,2.272,6.4,16.213362,667.0,5615.0,49.8,0.05252836463223781,0
TOI-5916 b,TOI-5916,11.35469745,226.61165419,2.367128,683.0,3613.0,51.7,0.0,0
TOI-6008 b,TOI-6008,1.03,4.0,0.8574347,707.0,3075.0,41.5,0.18431769147788563,0
TOI-6016 b,TOI-6016,13.67495645,371.85923619,4.023687,1890.0,6110.0,940.0,0.0,0
TOI-6034 b,TOI-6034,11.92,254.0,2.576184,714.0,3635.0,43.0,0.0,0
TOI-6038 A b,TOI-6038 A,6.41,78.5,5.8267311,1439.0,6110.0,716.0,0.0,0
TOI-6041 b,TOI-6041,4.55,28.9,26.04945,605.6,5445.0,22.4,0.03520357766032503,0
TOI-6054.01,TOI-6054,2.64,12.5,7.501428,1360.0,6047.0,570.0,0.0,0
TOI-6054.02,TOI-6054,2.82,9.3,12.563636,1143.0,6047.0,285.0,0.0,0
TOI-6130 b,TOI-6130,14.3474953,333.71982735,2.392679,1750.0,6110.0,1150.0,0.0,0
TOI-615 b,TOI-615,18.97680433,138.25535705,4.6615983,1666.0,6850.0,1286.0,0.0,0
TOI-622 b,TOI-622,9.2362001,96.30200732,6.402513,1388.0,6400.0,602.0,0.0,0
TOI-6303 b,TOI-6303,11.59,2493.0,9.485236,541.0,3977.0,14.28,0.07461583114342248,0
TOI-6330 b,TOI-6330,10.89,3179.0,6.8500246,495.0,3539.0,9.97,0.14014257866491273,0
TOI-6383 A b,TOI-6383 A,11.29,331.0,1.79058695,745.0,3444.0,51.3,0.0,0
TOI-654.01,TOI-654,2.378,8.71,1.527561,794.0,3521.0,65.0,0.0,0
TOI-663 b,TOI-663,2.27,4.45,2.598902,674.0,3681.0,49.1,0.06346320953433762,0
TOI-663 c,TOI-663,2.26,3.65,4.6955507,553.0,3681.0,22.3,0.2468795880982207,0
TOI-663 d,TOI-663,1.92,5.2,7.1027268,482.0,3681.0,12.9,0.34449786324786325,0
TOI-6651 b,TOI-6651,5.09,61.0,5.056973,1493.0,5940.0,817.0,0.0,0
TOI-669 b,TOI-669,2.6,9.8,3.94515,1235.0,5600.0,388.2,0.0,0
TOI-672 b,TOI-672,5.31,50.9,3.633581,699.5,3810.0,39.8,0.0,0
TOI-674 b,TOI-674,5.25,23.6,1.977143,635.0,3514.0,38.4,0.0,0
TOI-6894 b,TOI-6894,9.5836785,53.39517238,3.37077196,417.9,3007.0,5.54,0.25650503916561535,0
TOI-7149 b,TOI-7149,13.2,224.0,2.65206166,593.0,3363.0,20.6,0.00045544733044736965,0
TOI-733 b,TOI-733,1.992,5.72,4.884765,1055.8,5585.0,207.1,0.0,0
TOI-756 b,TOI-756,2.81,9.83,1.2392495,934.0,3657.0,127.0,0.0,0
TOI-771 b,TOI-771,1.36,2.47,2.3260155,543.0,3370.0,14.0,0.38787905850599347,0
TOI-776 b,TOI-776,1.85,4.0,8.24661,514.0,3709.0,11.5,0.32327327327327327,0
TOI-776 c,TOI-776,2.02,5.3,15.6653,415.0,3709.0,4.9,0.4287297361811653,0
TOI-782 b,TOI-782,2.734,19.1,8.0240015,435.0,3370.0,5.91,0.3212694739247611,0
TOI-815 b,TOI-815,2.94,7.6,11.197259,686.0,4869.0,36.9,0.0,0
TOI-815 c,TOI-815,2.62,23.5,34.976145,469.0,4869.0,8.03,0.27588088535181277,0
TOI-824 b,TOI-824,2.926,18.467,1.392978,1253.0,4600.0,412.0,0.0,0
TOI-836 b,TOI-836,1.704,4.53,3.81673,871.0,4552.0,78.838,0.0,0
TOI-836.01,TOI-836,2.587,9.6,8.59545,665.0,4552.0,26.707,0.02360332646136669,0
TOI-837 b,TOI-837,9.16894621,120.45696625,8.3249113,995.3,5995.0,164.0,0.0,0
TOI-858 B b,TOI-858 B,14.06727078,349.6112477,3.2797178,1529.0,5842.0,908.9,0.0,0
TOI-905 b,TOI-905,13.125739,211.99261,3.739494,1192.0,5570.0,337.0,0.0,0
TOI-908 b,TOI-908,3.186,16.137,3.183792,1317.0,5626.0,80.884,0.0,0
TOI-912 b,TOI-912,1.93,5.1,4.6780691,551.0,3572.0,15.0,0.248986166141759,0
TOI-954 b,TOI-954,9.550068,55.30242,3.6849729,1526.0,5710.0,1393.0,0.0,0
TOI-969 b,TOI-969,2.765,9.1,1.8237305,941.0,4435.0,188.0,0.0,0
TRAPPIST-1 b,TRAPPIST-1,1.086,0.85,1.51087081,400.1,2559.0,4.25,0.7814182146955988,1
TRAPPIST-1 c,TRAPPIST-1,1.056,1.38,2.4218233,341.9,2559.0,2.27,0.8266211023276242,1
TRAPPIST-1 d,TRAPPIST-1,0.804,0.388,4.049219,286.0,2566.0,1.119,0.8341625609858428,1
TRAPPIST-1 d,TRAPPIST-1,0.772,0.41,4.04961,288.0,2559.0,1.143,0.8329789195501198,1
TRAPPIST-1 e,TRAPPIST-1,0.918,0.62,6.099615,251.3,2559.0,0.662,0.8436834074490791,1
TRAPPIST-1 f,TRAPPIST-1,1.045,0.68,9.20669,219.0,2559.0,0.382,0.8185207336523126,1
TRAPPIST-1 g,TRAPPIST-1,1.127,1.34,12.35294,198.6,2559.0,0.258,0.7659073642435559,1
WASP-102 b,WASP-102,14.90794433,197.68926915,2.709813,1671.0,5990.0,1293.0,0.0,0
WASP-107 b,WASP-107,10.55,30.6,5.7214742,672.5,4425.0,51.0,0.0,0
WASP-110 b,WASP-110,13.19297028,154.78243421,3.7784022,1158.0,5392.0,279.0,0.0,0
WASP-116 b,WASP-116,13.67495645,203.41018048,6.6132,1414.0,6250.0,663.0,0.0,0
WASP-124 b,WASP-124,14.9864072,183.38699084,3.3726511,1481.0,6258.0,748.0,0.0,0
WASP-132 b,WASP-132,10.09929161,136.0305582,7.1335164,682.0,4686.0,58.5,0.0,0
WASP-132 c,WASP-132,1.841,6.26,1.01153624,1329.0,4686.0,791.0,0.0,0
WASP-149 b,WASP-149,15.24421375,314.96795134,1.332813,1855.0,5750.0,1966.0,0.0,0
WASP-151 b,WASP-151,12.66617,98.5273,4.533471,1290.0,5871.0,460.0,0.0,0
WASP-153 b,WASP-153,17.37395,123.9537,3.332609,1700.0,5914.0,1400.0,0.0,0
WASP-154 b,WASP-154,10.76062147,198.96058278,3.811678,994.0,4774.0,162.0,0.0,0
WASP-155 b,WASP-155,13.45077684,276.8285425,3.110413,1468.0,5660.0,771.0,0.0,0
WASP-156 b,WASP-156,5.71659,40.68224,3.836169,970.0,4910.0,150.0,0.0,0
WASP-161 b,WASP-161,12.811887,791.3967,5.4060425,1557.0,6400.0,990.0,0.0,0
WASP-163 b,WASP-163,13.473218,594.3421,1.6096884,1638.0,5500.0,1200.0,0.0,0
WASP-166 b,WASP-166,7.06167,32.10083,5.44354,1270.0,6050.0,440.0,0.0,0
WASP-170 b,WASP-170,12.285064,508.528,2.34478022,1422.0,5600.0,680.0,0.0,0
WASP-173 A b,WASP-173 A,14.403565,1102.8701,1.3866529,1842.0,5767.0,1920.0,0.0,0
WASP-174 b,WASP-174,16.10730527,104.88337431,4.2337005,1528.0,6399.0,901.9,0.0,0
WASP-178 b,WASP-178,21.74546,448.1403,3.3448412,2402.0,8640.0,5550.0,0.0,0
WASP-18 b,WASP-18,13.89913607,3241.8497514,0.94145223,2429.0,6432.0,5805.0,0.0,0
WASP-188 b,WASP-188,14.81827249,458.6263913,5.748916,1666.0,6850.0,1278.0,0.0,0
WASP-19 b,WASP-19,15.86070769,366.77398168,0.78883852,2113.0,5616.0,3320.0,0.0,0
WASP-193 b,WASP-193,14.78464554,35.59678158,6.2463475,1250.0,6080.0,402.0,0.0,0
WASP-193 b,WASP-193,16.40994774,44.17814857,6.2463345,1254.0,6078.0,413.0,0.0,0
WASP-194 b,WASP-194,15.47960235,373.13054982,3.183387,1693.0,6405.0,1365.0,0.0,0
WASP-195 b,WASP-195,10.31226224,33.05415433,5.051928,1522.0,6300.0,890.0,0.0,0
WASP-197 b,WASP-197,14.44837612,403.32424848,5.167228,1665.0,6050.0,1276.0,0.0,0
WASP-2 b,WASP-2,12.116929,295.89973,2.152175,1311.0,5180.0,492.0,0.0,0
WASP-25 b,WASP-25,13.80946422,179.25522155,3.7648337,1217.0,5697.0,341.0,0.0,0
WASP-44 b,WASP-44,12.3299,276.5121,2.423804,1337.0,5420.0,533.0,0.0,0
WASP-45 b,WASP-45,10.603714,306.38812,3.126089,1153.0,5150.0,294.0,0.0,0
WASP-47 b,WASP-47,12.251,357.0,4.159152,1146.0,5476.0,409.0,0.0,0
WASP-47 d,WASP-47,3.58,13.3,9.03101,885.0,5476.0,145.0,0.0,0
WASP-47 e,WASP-47,1.79,7.06,0.78957,1992.0,5476.0,3740.0,0.0,0
WASP-55 b,WASP-55,14.72860064,186.2474465,4.465631,1342.0,6096.0,504.0,0.0,0
WASP-6 b,WASP-6,12.5428494,148.42586607,3.3610026,1167.0,5438.0,288.0,0.0,0
WASP-76 b,WASP-76,20.78145022,284.13859586,1.80988198,2228.0,6329.0,4104.0,0.0,0
WASP-76 b,WASP-76,20.68056939,289.22385037,1.80988158,2231.0,6366.0,4130.0,0.0,0
WASP-77 A b,WASP-77 A,13.78704626,529.81995447,1.36002854,1715.0,5617.0,1440.0,0.0,0
WASP-96 b,WASP-96,13.78704626,149.37935129,3.4252567,1350.0,5678.0,517.0,0.0,0
WD 1856+534 b,WD 1856+534,10.4,4386.054,1.4079405,163.0,4710.0,0.181,0.25530344134573013,0
Wolf 327 b,Wolf 327,1.24,2.53,0.5734745,996.0,3542.0,233.9,0.0,0
Wolf 503 b,Wolf 503,2.043,6.27,6.00127,789.0,4716.0,64.7,0.0,0
XO-7 b,XO-7,15.389957,225.34147,2.8641424,1743.0,6250.0,1540.0,0.0,0
pi Men c,HD 39091,2.042,4.82,6.2679,1169.8,6037.0,309.0,0.0,0
